,School Name,Address,School type,Board,School Type,School Type.1,Established year,Address1,Details,School_type,P/G,Board,Co-Educational,Established
354,Bahar Creative School,"Beside Al Noor Hotel, Main Road, Jahanuma
Hyderabad - 500012, Andhra Pradesh, India
Phone: (040) 65555279
Mobile : 9032517838
Details:
Play - Nursery
Private School
Co-Educational School
Established in 2011",Play - Nursery,Private School,Co-Educational School,Established in 2011,,"Beside Al Noor Hotel, Main Road, Jahanuma
Hyderabad - 500012, Andhra Pradesh, India
Phone: (040) 65555279
Mobile : 9032517838
","Play - Nursery
Private School
Co-Educational School
Established in 2011",Play - Nursery,Private School,,Co-Educational School,Established in 2011
355,Bai Ratan Bai J. Chenoy Parsi High School,"Institute Vyjayanthi 119, Park Lane
Secunderabad - 500003, Andhra Pradesh, India
Phone: (040) 27843733
Details:
High Secondary School
ICSE/ISC Board
Private School
Co-Educational School",High Secondary School,ICSE/ISC Board,Private School,Co-Educational School,,"Institute Vyjayanthi 119, Park Lane
Secunderabad - 500003, Andhra Pradesh, India
Phone: (040) 27843733
","High Secondary School
ICSE/ISC Board
Private School
Co-Educational School",High Secondary School,Private School,ICSE/ISC Board,Co-Educational School,
356,Bal Bharati Public School - BBPS,"Deepanjalinagar, NTPC-Simhadri, P.O. Parawada
Vishakhapatnam - 531020, Andhra Pradesh, India
Phone: (08924) 243002
Mobile : 9440843282
Details:
Nursery - Class X
CBSE Board
Private School
Co-Educational School",Nursery - Class X,CBSE Board,Private School,Co-Educational School,,"Deepanjalinagar, NTPC-Simhadri, P.O. Parawada
Vishakhapatnam - 531020, Andhra Pradesh, India
Phone: (08924) 243002
Mobile : 9440843282
","Nursery - Class X
CBSE Board
Private School
Co-Educational School",Nursery - Class X,Private School,CBSE Board,Co-Educational School,
357,Bala Bharathi High School,"3-10-29/1, Gokhale Nagar, Ramanthapur
Hyderabad - 500013, Andhra Pradesh, India
Phone: (040) 27033701
Details:
Class X - Class XII
Andhra Pradesh Board of Secondary Education
Private School
Co-Educational School",Class X - Class XII,Andhra Pradesh Board of Secondary Education,Private School,Co-Educational School,,"3-10-29/1, Gokhale Nagar, Ramanthapur
Hyderabad - 500013, Andhra Pradesh, India
Phone: (040) 27033701
","Class X - Class XII
Andhra Pradesh Board of Secondary Education
Private School
Co-Educational School",Class X - Class XII,Private School,Andhra Pradesh Board of Secondary Education,Co-Educational School,
358,Bala Karthikeya Concept School,"#5-6-193/1, Plot No. 509, DPS Road, BN Reddy Nagar
Hyderabad - 500070, Andhra Pradesh, India
Mobile : 7842244344
Details:
High Secondary School
CBSE Board
Private School
Co-Educational School",High Secondary School,CBSE Board,Private School,Co-Educational School,,"#5-6-193/1, Plot No. 509, DPS Road, BN Reddy Nagar
Hyderabad - 500070, Andhra Pradesh, India
Mobile : 7842244344
","High Secondary School
CBSE Board
Private School
Co-Educational School",High Secondary School,Private School,CBSE Board,Co-Educational School,
359,Balabhanu Viayalayam,"Machilipatnam
Machilipatnam - 521001, Andhra Pradesh, India
Phone: (08672) 222888
Details:
High Secondary School
Andhra Pradesh Board of Secondary Education
Private School
Co-Educational School",High Secondary School,Andhra Pradesh Board of Secondary Education,Private School,Co-Educational School,,"Machilipatnam
Machilipatnam - 521001, Andhra Pradesh, India
Phone: (08672) 222888
","High Secondary School
Andhra Pradesh Board of Secondary Education
Private School
Co-Educational School",High Secondary School,Private School,Andhra Pradesh Board of Secondary Education,Co-Educational School,
360,Balabharathi High School,"3-10-29/1, Gokhale Nagar, Ramanthapur
Hyderabad - 500013, Andhra Pradesh, India
Phone: (040) 27033701
Details:
High Secondary School
Andhra Pradesh Board of Secondary Education
Private School
Co-Educational School",High Secondary School,Andhra Pradesh Board of Secondary Education,Private School,Co-Educational School,,"3-10-29/1, Gokhale Nagar, Ramanthapur
Hyderabad - 500013, Andhra Pradesh, India
Phone: (040) 27033701
","High Secondary School
Andhra Pradesh Board of Secondary Education
Private School
Co-Educational School",High Secondary School,Private School,Andhra Pradesh Board of Secondary Education,Co-Educational School,
361,Balaji English School,"Madhura Nagar, Railway Colony
Tirupati - 517501, Andhra Pradesh, India
Phone: (0877) 2226122
Details:
Nursery - Class X
CBSE Board
Private School
Co-Educational School",Nursery - Class X,CBSE Board,Private School,Co-Educational School,,"Madhura Nagar, Railway Colony
Tirupati - 517501, Andhra Pradesh, India
Phone: (0877) 2226122
","Nursery - Class X
CBSE Board
Private School
Co-Educational School",Nursery - Class X,Private School,CBSE Board,Co-Educational School,
362,Balaji High School - Dasnpapoor,"Hospital, Dasnpapoor
Adilabad - 504001, Andhra Pradesh, India
Mobile : 9963881050
Details:
High Secondary School
Andhra Pradesh Board of Secondary Education
Private School
Co-Educational School",High Secondary School,Andhra Pradesh Board of Secondary Education,Private School,Co-Educational School,,"Hospital, Dasnpapoor
Adilabad - 504001, Andhra Pradesh, India
Mobile : 9963881050
","High Secondary School
Andhra Pradesh Board of Secondary Education
Private School
Co-Educational School",High Secondary School,Private School,Andhra Pradesh Board of Secondary Education,Co-Educational School,
363,Balaji High School - Malkajgiri,"Geetha Nagar, Malkajgiri
Secunderabad - 500047, Andhra Pradesh, India
Phone: (040) 27053721
Details:
High Secondary School
Andhra Pradesh Board of Secondary Education
Private School
Co-Educational School",High Secondary School,Andhra Pradesh Board of Secondary Education,Private School,Co-Educational School,,"Geetha Nagar, Malkajgiri
Secunderabad - 500047, Andhra Pradesh, India
Phone: (040) 27053721
","High Secondary School
Andhra Pradesh Board of Secondary Education
Private School
Co-Educational School",High Secondary School,Private School,Andhra Pradesh Board of Secondary Education,Co-Educational School,
364,Balaji Kranthi High School,"36-118, Pipe Line Road, Devamma Basthi, Kamalaprasad Nagar
Hyderabad - 500072, Andhra Pradesh, India
Phone: (040) 23174165
Details:
High Secondary School
Andhra Pradesh Board of Secondary Education
Private School
Co-Educational School",High Secondary School,Andhra Pradesh Board of Secondary Education,Private School,Co-Educational School,,"36-118, Pipe Line Road, Devamma Basthi, Kamalaprasad Nagar
Hyderabad - 500072, Andhra Pradesh, India
Phone: (040) 23174165
","High Secondary School
Andhra Pradesh Board of Secondary Education
Private School
Co-Educational School",High Secondary School,Private School,Andhra Pradesh Board of Secondary Education,Co-Educational School,
365,Balaji Public School,"RRV Puram Post, Gopalapatnam, Vizag
Vishakhapatnam - 530029, Andhra Pradesh, India
Phone: (0891) 2522262, 2563551
Details:
Nursery - Class X
Andhra Pradesh Board of Secondary Education
Private School
Co-Educational School",Nursery - Class X,Andhra Pradesh Board of Secondary Education,Private School,Co-Educational School,,"RRV Puram Post, Gopalapatnam, Vizag
Vishakhapatnam - 530029, Andhra Pradesh, India
Phone: (0891) 2522262, 2563551
","Nursery - Class X
Andhra Pradesh Board of Secondary Education
Private School
Co-Educational School",Nursery - Class X,Private School,Andhra Pradesh Board of Secondary Education,Co-Educational School,
366,Balaji's Green Valley,"B.C. Road, Gajuwaka
Vishakhapatnam - 530026, Andhra Pradesh, India
Phone: (0891) 2517266, 2708527
Mobile : 7036242111, 7036243111
Details:
Senior Secondary School
CBSE Board
Private School
Co-Educational School",Senior Secondary School,CBSE Board,Private School,Co-Educational School,,"B.C. Road, Gajuwaka
Vishakhapatnam - 530026, Andhra Pradesh, India
Phone: (0891) 2517266, 2708527
Mobile : 7036242111, 7036243111
","Senior Secondary School
CBSE Board
Private School
Co-Educational School",Senior Secondary School,Private School,CBSE Board,Co-Educational School,
367,Balaji's Highfield International School,"Near Vepagunta, Purushotta Puram, Brts Road
Vishakhapatnam - 530029, Andhra Pradesh, India
Phone: (0891) 2574477, 2574488
Mobile : 7075000351
Details:
Senior Secondary School
CBSE Board
Private School
Co-Educational School",Senior Secondary School,CBSE Board,Private School,Co-Educational School,,"Near Vepagunta, Purushotta Puram, Brts Road
Vishakhapatnam - 530029, Andhra Pradesh, India
Phone: (0891) 2574477, 2574488
Mobile : 7075000351
","Senior Secondary School
CBSE Board
Private School
Co-Educational School",Senior Secondary School,Private School,CBSE Board,Co-Educational School,
368,Balanagar High School,"10-6/2, Vinayak Nagar, Balanagar
Hyderabad, Andhra Pradesh, India
Phone: (040) 65288559
Mobile : 9246248559
Details:
High Secondary School
Andhra Pradesh Board of Secondary Education
Private School
Co-Educational School",High Secondary School,Andhra Pradesh Board of Secondary Education,Private School,Co-Educational School,,"10-6/2, Vinayak Nagar, Balanagar
Hyderabad, Andhra Pradesh, India
Phone: (040) 65288559
Mobile : 9246248559
","High Secondary School
Andhra Pradesh Board of Secondary Education
Private School
Co-Educational School",High Secondary School,Private School,Andhra Pradesh Board of Secondary Education,Co-Educational School,
369,Balarcade Play School and Day Care,"Plot No. 262, Gayatri Towers Flat F-1, Road No. 9, Telecom Nagar, Gachibowli
Hyderabad - 500032, Andhra Pradesh, India
Mobile : 9866643362, 9704365154
Details:
Play - Nursery
Private School
Co-Educational School",Play - Nursery,Private School,Co-Educational School,,,"Plot No. 262, Gayatri Towers Flat F-1, Road No. 9, Telecom Nagar, Gachibowli
Hyderabad - 500032, Andhra Pradesh, India
Mobile : 9866643362, 9704365154
","Play - Nursery
Private School
Co-Educational School",Play - Nursery,Private School,,Co-Educational School,
370,Balavikas E.M. High School,"Near Chowdeswari Temlpe, Y.M. Palli, Dt. 10/8.11 of R.J. D.S.E
Kadapa - 516001, Andhra Pradesh, India
Phone: (08562) 257354
Mobile : 9989141490
Details:
High Secondary School
Andhra Pradesh Board of Secondary Education
Private School
Co-Educational School
Established in 1997",High Secondary School,Andhra Pradesh Board of Secondary Education,Private School,Co-Educational School,Established in 1997,"Near Chowdeswari Temlpe, Y.M. Palli, Dt. 10/8.11 of R.J. D.S.E
Kadapa - 516001, Andhra Pradesh, India
Phone: (08562) 257354
Mobile : 9989141490
","High Secondary School
Andhra Pradesh Board of Secondary Education
Private School
Co-Educational School
Established in 1997",High Secondary School,Private School,Andhra Pradesh Board of Secondary Education,Co-Educational School,Established in 1997
371,Banno Play School,"Block-C, Sri Krishna Nagar, Yousufguda
Hyderabad - 500045, Andhra Pradesh, India
Phone: (040) 23540910
Details:
Play School
Private School
Co-Educational School",Play School,Private School,Co-Educational School,,,"Block-C, Sri Krishna Nagar, Yousufguda
Hyderabad - 500045, Andhra Pradesh, India
Phone: (040) 23540910
","Play School
Private School
Co-Educational School",Play School,Private School,,Co-Educational School,
372,Bapatla Public School,"32-3-3, Karlapallem Road, Bapatla
Guntur - 522101, Andhra Pradesh, India
Phone: (08643) 224713
Details:
Class V - Class X
Andhra Pradesh Board of Secondary Education
Private School
Co-Educational School",Class V - Class X,Andhra Pradesh Board of Secondary Education,Private School,Co-Educational School,,"32-3-3, Karlapallem Road, Bapatla
Guntur - 522101, Andhra Pradesh, India
Phone: (08643) 224713
","Class V - Class X
Andhra Pradesh Board of Secondary Education
Private School
Co-Educational School",Class V - Class X,Private School,Andhra Pradesh Board of Secondary Education,Co-Educational School,
373,Basar Girls High School,"18-12-418/A/256, Hafiz Baba Nagar
Hyderabad - 500003, Andhra Pradesh, India
Mobile : 9866211927
Details:
High Secondary School
Andhra Pradesh Board of Secondary Education
Private School
Girls Only School",High Secondary School,Andhra Pradesh Board of Secondary Education,Private School,Girls Only School,,"18-12-418/A/256, Hafiz Baba Nagar
Hyderabad - 500003, Andhra Pradesh, India
Mobile : 9866211927
","High Secondary School
Andhra Pradesh Board of Secondary Education
Private School
Girls Only School",High Secondary School,Private School,Andhra Pradesh Board of Secondary Education,,
374,Basara Concept School,"Venugopalnagar, Vinayak Nagar
Guntur - 522007, Andhra Pradesh, India
Phone: (0863) 6454175
Details:
High Secondary School
CBSE Board
Private School
Co-Educational School",High Secondary School,CBSE Board,Private School,Co-Educational School,,"Venugopalnagar, Vinayak Nagar
Guntur - 522007, Andhra Pradesh, India
Phone: (0863) 6454175
","High Secondary School
CBSE Board
Private School
Co-Educational School",High Secondary School,Private School,CBSE Board,Co-Educational School,
375,Basethe Play School,"No. 16-2-740/16, Opposite E-Seva, Kalyannagar Colony, Gaddiannaram, Dilsuknagar
Hyderabad - 500036, Andhra Pradesh, India
Phone: (040) 24066655
Mobile : 9493402616
Details:
Play School
Private School
Co-Educational School",Play School,Private School,Co-Educational School,,,"No. 16-2-740/16, Opposite E-Seva, Kalyannagar Colony, Gaddiannaram, Dilsuknagar
Hyderabad - 500036, Andhra Pradesh, India
Phone: (040) 24066655
Mobile : 9493402616
","Play School
Private School
Co-Educational School",Play School,Private School,,Co-Educational School,
376,Batchu English Medium Upper Primary School,"Ramraopeta, Peddapuram
East Godavari, Andhra Pradesh, India
Phone: (08852) 241467, 241491
Details:
Nursery - Class V
CBSE Board
Private School
Co-Educational School",Nursery - Class V,CBSE Board,Private School,Co-Educational School,,"Ramraopeta, Peddapuram
East Godavari, Andhra Pradesh, India
Phone: (08852) 241467, 241491
","Nursery - Class V
CBSE Board
Private School
Co-Educational School",Nursery - Class V,Private School,CBSE Board,Co-Educational School,
377,BBJC Parsi High School,"#119, S.D. Road, Park Lane
Secunderabad - 500003, Andhra Pradesh, India
Phone: (040) 27843733
Details:
High Secondary School
Andhra Pradesh Board of Secondary Education
Private School
Co-Educational School",High Secondary School,Andhra Pradesh Board of Secondary Education,Private School,Co-Educational School,,"#119, S.D. Road, Park Lane
Secunderabad - 500003, Andhra Pradesh, India
Phone: (040) 27843733
","High Secondary School
Andhra Pradesh Board of Secondary Education
Private School
Co-Educational School",High Secondary School,Private School,Andhra Pradesh Board of Secondary Education,Co-Educational School,
378,BBS Gitanjali Senior Secondary School,"1-10-96/208, Mayuri Marg, Begumpet
Hyderabad - 500016, Andhra Pradesh, India
Phone: (040) 27768420
Details:
Nursery - Class XII
Private School
Co-Educational School
Established in 1990",Nursery - Class XII,Private School,Co-Educational School,Established in 1990,,"1-10-96/208, Mayuri Marg, Begumpet
Hyderabad - 500016, Andhra Pradesh, India
Phone: (040) 27768420
","Nursery - Class XII
Private School
Co-Educational School
Established in 1990",Nursery - Class XII,Private School,,Co-Educational School,Established in 1990
379,BCM High School,"5/677, Mangalam Quarters
Tirupati - 517507, Andhra Pradesh, India
Phone: (0877) 2280873
Mobile : 9000371258
Details:
High Secondary School
Andhra Pradesh Board of Secondary Education
Private School
Co-Educational School",High Secondary School,Andhra Pradesh Board of Secondary Education,Private School,Co-Educational School,,"5/677, Mangalam Quarters
Tirupati - 517507, Andhra Pradesh, India
Phone: (0877) 2280873
Mobile : 9000371258
","High Secondary School
Andhra Pradesh Board of Secondary Education
Private School
Co-Educational School",High Secondary School,Private School,Andhra Pradesh Board of Secondary Education,Co-Educational School,
380,Bear Hug Global Pre School,"#3-6-129, Palm Villa, Hyderguda, Himayathnagar
Hyderabad - 500029, Andhra Pradesh, India
Mobile : 9394616161
Details:
Play - Nursery
Private School
Co-Educational School",Play - Nursery,Private School,Co-Educational School,,,"#3-6-129, Palm Villa, Hyderguda, Himayathnagar
Hyderabad - 500029, Andhra Pradesh, India
Mobile : 9394616161
","Play - Nursery
Private School
Co-Educational School",Play - Nursery,Private School,,Co-Educational School,
381,Bear Hug Pre School,"#3-6-129, Street No. 18, Near St. Paul's High School, Himayat Nagar
Hyderabad - 500029, Andhra Pradesh, India
Phone: (040) 66045735
Details:
Play - Nursery
Private School
Co-Educational School",Play - Nursery,Private School,Co-Educational School,,,"#3-6-129, Street No. 18, Near St. Paul's High School, Himayat Nagar
Hyderabad - 500029, Andhra Pradesh, India
Phone: (040) 66045735
","Play - Nursery
Private School
Co-Educational School",Play - Nursery,Private School,,Co-Educational School,
